# p/mbar    t/s
2.00E+00 	  0
8.03E+00 	  5
1.53E+01 	 10
2.56E+01 	 15
3.59E+01 	 20
4.83E+01 	 25
5.72E+01 	 30
6.76E+01 	 35
8.41E+01 	 40
9.84E+01 	 45
1.06E+02 	 50
1.14E+02 	 55
1.22E+02 	 60
1.30E+02 	 65
1.40E+02 	 70
1.50E+02 	 75
160.0 	     80
172.0 	     85
184.0 	     90
196.0 	     95
204.0 	    100
213.0 	    105
221.0 	    110
230.0 	    115
238.0 	    120
